EXPERIMENT_ID,DATE,PURPOSE,REFERENCE_BASELINE,DATASET,FEATURE_VERSION,CODE_COMMIT,MODEL,ARCHITECTURE,HYPERPARAMETERS,SEED,TRAIN_SPLIT,VALIDATION_SPLIT,TEST_SPLIT,METRICS,RUNTIME,CHECKPOINT,OUTPUT,STATUS,NOTES
CL0083,2026-09-24T22:28:39,bridge12_B3,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),"cdr7 static + monthly ndvi_anomaly_t, dryness_t + month sin/cos",fb0d8aa,RF,,null,42,,,,"{""all"": {""roc_auc"": 0.9719702662142942, ""ap"": 0.5419849709200654, ""prevalence"": 0.02463821918383929, ""n"": 856596}, ""forest"": {""roc_auc"": 0.9560588026260343, ""ap"": 0.5420697834771407, ""prevalence"": 0.03872408515885628, ""n"": 544958}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B3__RF_monthly_cdr7_month*.npz,complete,
CL0084,2026-09-24T22:34:33,B1,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,"B1 fold 0 (CDR-PINO 2deg block permutation, block-carved validation)",block-carved,"B1 fold 0 (CDR-PINO 2deg block permutation, block-carved validation)","{""all"": {""roc_auc"": 0.9592795020774308, ""ap"": 0.5325179554518708, ""prevalence"": 0.06141935367914016, ""n"": 1335312}, ""forest"": {""roc_auc"": 0.8188131922711168, ""ap"": 0.533664069712653, ""prevalence"": 0.22828325161001914, ""n"": 357915}}",117.33452844619751,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1__RF_v2*.npz,complete,
CL0085,2026-09-24T22:37:21,B1,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,"B1 fold 1 (CDR-PINO 2deg block permutation, block-carved validation)",block-carved,"B1 fold 1 (CDR-PINO 2deg block permutation, block-carved validation)","{""all"": {""roc_auc"": 0.9766169117416105, ""ap"": 0.7021919367378563, ""prevalence"": 0.06022711821590794, ""n"": 1448849}, ""forest"": {""roc_auc"": 0.8918758364175156, ""ap"": 0.7038375994304005, ""prevalence"": 0.23318902002045258, ""n"": 372569}}",103.37482213973999,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1__RF_v2*.npz,complete,
CL0086,2026-09-24T22:40:18,B1,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,"B1 fold 2 (CDR-PINO 2deg block permutation, block-carved validation)",block-carved,"B1 fold 2 (CDR-PINO 2deg block permutation, block-carved validation)","{""all"": {""roc_auc"": 0.9421594639606428, ""ap"": 0.509780272922186, ""prevalence"": 0.07201552223366744, ""n"": 1376606}, ""forest"": {""roc_auc"": 0.8032688083205763, ""ap"": 0.5110104249616089, ""prevalence"": 0.21144450106411677, ""n"": 467054}}",109.91382670402527,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1__RF_v2*.npz,complete,
CL0087,2026-09-24T22:42:37,B1,Biswas-15,FEATURE_TABLE_v2.parquet,biswas15,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,"B1 fold 0 (CDR-PINO 2deg block permutation, block-carved validation)",block-carved,"B1 fold 0 (CDR-PINO 2deg block permutation, block-carved validation)","{""all"": {""roc_auc"": 0.947953049661507, ""ap"": 0.4989157504055564, ""prevalence"": 0.06141935367914016, ""n"": 1335312}, ""forest"": {""roc_auc"": 0.7905176836120031, ""ap"": 0.5084468247613027, ""prevalence"": 0.22828325161001914, ""n"": 357915}}",74.64462041854858,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1__RF_biswas15*.npz,complete,
CL0088,2026-09-24T22:44:48,B1,Biswas-15,FEATURE_TABLE_v2.parquet,biswas15,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,"B1 fold 1 (CDR-PINO 2deg block permutation, block-carved validation)",block-carved,"B1 fold 1 (CDR-PINO 2deg block permutation, block-carved validation)","{""all"": {""roc_auc"": 0.9657691393705403, ""ap"": 0.6399463483555619, ""prevalence"": 0.06022711821590794, ""n"": 1448849}, ""forest"": {""roc_auc"": 0.865997163422607, ""ap"": 0.6533149561190364, ""prevalence"": 0.23318902002045258, ""n"": 372569}}",64.79848217964172,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1__RF_biswas15*.npz,complete,
CL0089,2026-09-24T22:47:10,B1,Biswas-15,FEATURE_TABLE_v2.parquet,biswas15,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,"B1 fold 2 (CDR-PINO 2deg block permutation, block-carved validation)",block-carved,"B1 fold 2 (CDR-PINO 2deg block permutation, block-carved validation)","{""all"": {""roc_auc"": 0.9231403262305412, ""ap"": 0.4299657381407798, ""prevalence"": 0.07201552223366744, ""n"": 1376606}, ""forest"": {""roc_auc"": 0.7683380633711547, ""ap"": 0.44087625301891054, ""prevalence"": 0.21144450106411677, ""n"": 467054}}",71.10332751274109,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1__RF_biswas15*.npz,complete,
CL0090,2026-09-24T22:50:03,B1,,FEATURE_TABLE_v2.parquet,v1_57,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,"B1 fold 0 (CDR-PINO 2deg block permutation, block-carved validation)",block-carved,"B1 fold 0 (CDR-PINO 2deg block permutation, block-carved validation)","{""all"": {""roc_auc"": 0.9582129772640867, ""ap"": 0.5168548093280091, ""prevalence"": 0.06141935367914016, ""n"": 1335312}, ""forest"": {""roc_auc"": 0.8128400217479664, ""ap"": 0.5176747857651037, ""prevalence"": 0.22828325161001914, ""n"": 357915}}",115.78172492980957,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1__RF_v1_corrlabel*.npz,complete,
CL0091,2026-09-24T22:52:41,B1,,FEATURE_TABLE_v2.parquet,v1_57,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,"B1 fold 1 (CDR-PINO 2deg block permutation, block-carved validation)",block-carved,"B1 fold 1 (CDR-PINO 2deg block permutation, block-carved validation)","{""all"": {""roc_auc"": 0.9781012179590785, ""ap"": 0.7194680991897541, ""prevalence"": 0.06022711821590794, ""n"": 1448849}, ""forest"": {""roc_auc"": 0.8974453534043092, ""ap"": 0.7204864013083768, ""prevalence"": 0.23318902002045258, ""n"": 372569}}",98.18905472755432,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1__RF_v1_corrlabel*.npz,complete,
CL0092,2026-09-24T22:55:33,B1,,FEATURE_TABLE_v2.parquet,v1_57,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,"B1 fold 2 (CDR-PINO 2deg block permutation, block-carved validation)",block-carved,"B1 fold 2 (CDR-PINO 2deg block permutation, block-carved validation)","{""all"": {""roc_auc"": 0.942736297235335, ""ap"": 0.5094400550919693, ""prevalence"": 0.07201552223366744, ""n"": 1376606}, ""forest"": {""roc_auc"": 0.8036933156469236, ""ap"": 0.5103380294477879, ""prevalence"": 0.21144450106411677, ""n"": 467054}}",109.15479397773743,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1__RF_v1_corrlabel*.npz,complete,
CL0093,2026-09-24T22:57:25,B1,,FEATURE_TABLE_v2.parquet,cdr7_static_1km,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,"B1 fold 0 (CDR-PINO 2deg block permutation, block-carved validation)",block-carved,"B1 fold 0 (CDR-PINO 2deg block permutation, block-carved validation)","{""all"": {""roc_auc"": 0.9499860838750817, ""ap"": 0.4463227576859789, ""prevalence"": 0.06141935367914016, ""n"": 1335312}, ""forest"": {""roc_auc"": 0.778612945291063, ""ap"": 0.44747883621063295, ""prevalence"": 0.22828325161001914, ""n"": 357915}}",60.450676918029785,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1__RF_cdr7static*.npz,complete,
CL0094,2026-09-24T22:59:07,B1,,FEATURE_TABLE_v2.parquet,cdr7_static_1km,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,"B1 fold 1 (CDR-PINO 2deg block permutation, block-carved validation)",block-carved,"B1 fold 1 (CDR-PINO 2deg block permutation, block-carved validation)","{""all"": {""roc_auc"": 0.9631485177266494, ""ap"": 0.5541065002748692, ""prevalence"": 0.06022711821590794, ""n"": 1448849}, ""forest"": {""roc_auc"": 0.8295195100503996, ""ap"": 0.5555716667751533, ""prevalence"": 0.23318902002045258, ""n"": 372569}}",49.39210367202759,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1__RF_cdr7static*.npz,complete,
CL0095,2026-09-24T23:01:01,B1,,FEATURE_TABLE_v2.parquet,cdr7_static_1km,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,"B1 fold 2 (CDR-PINO 2deg block permutation, block-carved validation)",block-carved,"B1 fold 2 (CDR-PINO 2deg block permutation, block-carved validation)","{""all"": {""roc_auc"": 0.932686061526161, ""ap"": 0.41443308584651295, ""prevalence"": 0.07201552223366744, ""n"": 1376606}, ""forest"": {""roc_auc"": 0.7714014736217778, ""ap"": 0.4154282361787319, ""prevalence"": 0.21144450106411677, ""n"": 467054}}",56.05856513977051,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1__RF_cdr7static*.npz,complete,
CL0096,2026-09-24T23:26:14,B1,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,MX_HIST,,"{""feature_types"": [""linear"", ""hinge"", ""product""], ""beta_multiplier"": 4.0}",42,"B1 fold 0 (CDR-PINO 2deg block permutation, block-carved validation)",block-carved,"B1 fold 0 (CDR-PINO 2deg block permutation, block-carved validation)","{""all"": {""roc_auc"": 0.9567050689198932, ""ap"": 0.5379795949467582, ""prevalence"": 0.06141935367914016, ""n"": 1335312}, ""forest"": {""roc_auc"": 0.8103597356222407, ""ap"": 0.5396437417274088, ""prevalence"": 0.22828325161001914, ""n"": 357915}}",1384.3881151676178,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1__MaxEnt_v2*.npz,complete,
CL0097,2026-09-24T23:47:30,B1,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,MX_HIST,,"{""feature_types"": [""linear"", ""hinge"", ""product""], ""beta_multiplier"": 4.0}",42,"B1 fold 1 (CDR-PINO 2deg block permutation, block-carved validation)",block-carved,"B1 fold 1 (CDR-PINO 2deg block permutation, block-carved validation)","{""all"": {""roc_auc"": 0.9713142332009588, ""ap"": 0.6568418466795094, ""prevalence"": 0.06022711821590794, ""n"": 1448849}, ""forest"": {""roc_auc"": 0.8693230770026886, ""ap"": 0.6590389840048925, ""prevalence"": 0.23318902002045258, ""n"": 372569}}",1134.3002815246582,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1__MaxEnt_v2*.npz,complete,
CL0098,2026-09-25T00:06:38,B1,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,MX_HIST,,"{""feature_types"": [""linear"", ""hinge"", ""product""], ""beta_multiplier"": 4.0}",42,"B1 fold 2 (CDR-PINO 2deg block permutation, block-carved validation)",block-carved,"B1 fold 2 (CDR-PINO 2deg block permutation, block-carved validation)","{""all"": {""roc_auc"": 0.941231743793422, ""ap"": 0.4878315058647456, ""prevalence"": 0.07201552223366744, ""n"": 1376606}, ""forest"": {""roc_auc"": 0.8056533113555446, ""ap"": 0.49025070780119967, ""prevalence"": 0.21144450106411677, ""n"": 467054}}",1009.8173544406891,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1__MaxEnt_v2*.npz,complete,
CL0099,2026-09-25T00:13:25,B1,Biswas-15,FEATURE_TABLE_v2.parquet,biswas15,fb0d8aa,MX_BISWAS,,"{""feature_types"": [""linear"", ""quadratic"", ""hinge"", ""product""], ""beta_multiplier"": 1.0}",42,"B1 fold 0 (CDR-PINO 2deg block permutation, block-carved validation)",block-carved,"B1 fold 0 (CDR-PINO 2deg block permutation, block-carved validation)","{""all"": {""roc_auc"": 0.9353022528511945, ""ap"": 0.4563766747749969, ""prevalence"": 0.06141935367914016, ""n"": 1335312}, ""forest"": {""roc_auc"": 0.7662282068870808, ""ap"": 0.47185183191853297, ""prevalence"": 0.22828325161001914, ""n"": 357915}}",325.8326470851898,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1__MaxEnt_biswas15_LQHP*.npz,complete,
CL0100,2026-09-25T00:26:11,B1,Biswas-15,FEATURE_TABLE_v2.parquet,biswas15,fb0d8aa,MX_BISWAS,,"{""feature_types"": [""linear"", ""quadratic"", ""hinge"", ""product""], ""beta_multiplier"": 1.0}",42,"B1 fold 1 (CDR-PINO 2deg block permutation, block-carved validation)",block-carved,"B1 fold 1 (CDR-PINO 2deg block permutation, block-carved validation)","{""all"": {""roc_auc"": 0.9504187447458396, ""ap"": 0.5707937282054542, ""prevalence"": 0.06022711821590794, ""n"": 1448849}, ""forest"": {""roc_auc"": 0.8406398021686101, ""ap"": 0.5942901497943948, ""prevalence"": 0.23318902002045258, ""n"": 372569}}",678.5668609142303,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1__MaxEnt_biswas15_LQHP*.npz,complete,
CL0101,2026-09-25T00:36:56,B1,Biswas-15,FEATURE_TABLE_v2.parquet,biswas15,fb0d8aa,MX_BISWAS,,"{""feature_types"": [""linear"", ""quadratic"", ""hinge"", ""product""], ""beta_multiplier"": 1.0}",42,"B1 fold 2 (CDR-PINO 2deg block permutation, block-carved validation)",block-carved,"B1 fold 2 (CDR-PINO 2deg block permutation, block-carved validation)","{""all"": {""roc_auc"": 0.9106395781532128, ""ap"": 0.399470546223905, ""prevalence"": 0.07201552223366744, ""n"": 1376606}, ""forest"": {""roc_auc"": 0.7542591551151069, ""ap"": 0.4198141737227354, ""prevalence"": 0.21144450106411677, ""n"": 467054}}",562.9255487918854,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1__MaxEnt_biswas15_LQHP*.npz,complete,
CL0102,2026-09-25T00:40:04,B2,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,B2 region 0 (CDR-PINO KMeans regions),block-carved,B2 region 0 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.9777055703327467, ""ap"": 0.26077484098147874, ""prevalence"": 0.009305068482887133, ""n"": 827506}, ""forest"": {""roc_auc"": 0.8296496325715357, ""ap"": 0.2625851100249469, ""prevalence"": 0.07282146196264, ""n"": 104818}}",151.04428577423096,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__RF_v2*.npz,complete,
CL0103,2026-09-25T00:43:09,B2,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,B2 region 1 (CDR-PINO KMeans regions),block-carved,B2 region 1 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.9428757073112775, ""ap"": 0.3899721048516881, ""prevalence"": 0.05845337678494385, ""n"": 954932}, ""forest"": {""roc_auc"": 0.7575299373692691, ""ap"": 0.3909679308963972, ""prevalence"": 0.2110708231663284, ""n"": 263106}}",138.56640934944153,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__RF_v2*.npz,complete,
CL0104,2026-09-25T00:46:15,B2,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,B2 region 2 (CDR-PINO KMeans regions),block-carved,B2 region 2 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.9123356238873743, ""ap"": 0.2844054176735449, ""prevalence"": 0.04337745104295627, ""n"": 470106}, ""forest"": {""roc_auc"": 0.7242565711325195, ""ap"": 0.28525077792089604, ""prevalence"": 0.1264052987388105, ""n"": 160642}}",160.28433394432068,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__RF_v2*.npz,complete,
CL0105,2026-09-25T00:49:25,B2,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,B2 region 3 (CDR-PINO KMeans regions),block-carved,B2 region 3 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.8674401605853361, ""ap"": 0.6141953008700201, ""prevalence"": 0.2642600442314781, ""n"": 390672}, ""forest"": {""roc_auc"": 0.7839449450513947, ""ap"": 0.6156499707447189, ""prevalence"": 0.3721152246707505, ""n"": 276538}}",162.5430028438568,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__RF_v2*.npz,complete,
CL0106,2026-09-25T00:52:35,B2,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,B2 region 4 (CDR-PINO KMeans regions),block-carved,B2 region 4 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.95608819772493, ""ap"": 0.4138418025722061, ""prevalence"": 0.035425976445909835, ""n"": 716988}, ""forest"": {""roc_auc"": 0.8005736743291214, ""ap"": 0.41509860881417765, ""prevalence"": 0.14569399196472768, ""n"": 173734}}",155.16996836662292,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__RF_v2*.npz,complete,
CL0107,2026-09-25T00:55:45,B2,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,B2 region 5 (CDR-PINO KMeans regions),block-carved,B2 region 5 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.9544550994070606, ""ap"": 0.5062053185959723, ""prevalence"": 0.06977705717469185, ""n"": 800564}, ""forest"": {""roc_auc"": 0.7972327134508408, ""ap"": 0.5074028424522716, ""prevalence"": 0.25446730681298585, ""n"": 218700}}",149.47039008140564,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__RF_v2*.npz,complete,
CL0108,2026-09-25T00:57:50,B2,Biswas-15,FEATURE_TABLE_v2.parquet,biswas15,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,B2 region 0 (CDR-PINO KMeans regions),block-carved,B2 region 0 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.8999729027592875, ""ap"": 0.17390774572270568, ""prevalence"": 0.009305068482887133, ""n"": 827506}, ""forest"": {""roc_auc"": 0.7432133562806227, ""ap"": 0.21222204699058808, ""prevalence"": 0.07282146196264, ""n"": 104818}}",90.71146368980408,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__RF_biswas15*.npz,complete,
CL0109,2026-09-25T01:00:06,B2,Biswas-15,FEATURE_TABLE_v2.parquet,biswas15,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,B2 region 1 (CDR-PINO KMeans regions),block-carved,B2 region 1 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.9264108592198784, ""ap"": 0.3822014166354218, ""prevalence"": 0.05845337678494385, ""n"": 954932}, ""forest"": {""roc_auc"": 0.7274394525421188, ""ap"": 0.3903078019820331, ""prevalence"": 0.2110708231663284, ""n"": 263106}}",89.58122324943542,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__RF_biswas15*.npz,complete,
CL0110,2026-09-25T01:02:10,B2,Biswas-15,FEATURE_TABLE_v2.parquet,biswas15,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,B2 region 2 (CDR-PINO KMeans regions),block-carved,B2 region 2 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.8655134820370461, ""ap"": 0.15757852459477023, ""prevalence"": 0.04337745104295627, ""n"": 470106}, ""forest"": {""roc_auc"": 0.6278574394676735, ""ap"": 0.1642484863765072, ""prevalence"": 0.1264052987388105, ""n"": 160642}}",100.3608980178833,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__RF_biswas15*.npz,complete,
CL0111,2026-09-25T01:04:20,B2,Biswas-15,FEATURE_TABLE_v2.parquet,biswas15,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,B2 region 3 (CDR-PINO KMeans regions),block-carved,B2 region 3 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.7931527044950734, ""ap"": 0.5312262166704219, ""prevalence"": 0.2642600442314781, ""n"": 390672}, ""forest"": {""roc_auc"": 0.7087358062823392, ""ap"": 0.5576675194562066, ""prevalence"": 0.3721152246707505, ""n"": 276538}}",104.68998408317566,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__RF_biswas15*.npz,complete,
CL0112,2026-09-25T01:06:33,B2,Biswas-15,FEATURE_TABLE_v2.parquet,biswas15,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,B2 region 4 (CDR-PINO KMeans regions),block-carved,B2 region 4 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.9327610080274455, ""ap"": 0.3337240769567273, ""prevalence"": 0.035425976445909835, ""n"": 716988}, ""forest"": {""roc_auc"": 0.761980988907649, ""ap"": 0.351446996874862, ""prevalence"": 0.14569399196472768, ""n"": 173734}}",99.62964367866516,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__RF_biswas15*.npz,complete,
CL0113,2026-09-25T01:08:46,B2,Biswas-15,FEATURE_TABLE_v2.parquet,biswas15,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,B2 region 5 (CDR-PINO KMeans regions),block-carved,B2 region 5 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.9186323443593586, ""ap"": 0.4154415006140385, ""prevalence"": 0.06977705717469185, ""n"": 800564}, ""forest"": {""roc_auc"": 0.7227100686259045, ""ap"": 0.4349822412664376, ""prevalence"": 0.25446730681298585, ""n"": 218700}}",92.94787836074829,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__RF_biswas15*.npz,complete,
CL0114,2026-09-25T01:10:19,B2,,FEATURE_TABLE_v2.parquet,cdr7_static_1km,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,B2 region 0 (CDR-PINO KMeans regions),block-carved,B2 region 0 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.9740403956355718, ""ap"": 0.22523930866745379, ""prevalence"": 0.009305068482887133, ""n"": 827506}, ""forest"": {""roc_auc"": 0.8046793396835448, ""ap"": 0.22688724075131256, ""prevalence"": 0.07282146196264, ""n"": 104818}}",69.90624451637268,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__RF_cdr7static*.npz,complete,
CL0115,2026-09-25T01:12:09,B2,,FEATURE_TABLE_v2.parquet,cdr7_static_1km,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,B2 region 1 (CDR-PINO KMeans regions),block-carved,B2 region 1 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.9406731894039572, ""ap"": 0.3818914816364299, ""prevalence"": 0.05845337678494385, ""n"": 954932}, ""forest"": {""roc_auc"": 0.7497641958492494, ""ap"": 0.38305469399472003, ""prevalence"": 0.2110708231663284, ""n"": 263106}}",72.56379508972168,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__RF_cdr7static*.npz,complete,
CL0116,2026-09-25T01:13:48,B2,,FEATURE_TABLE_v2.parquet,cdr7_static_1km,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,B2 region 2 (CDR-PINO KMeans regions),block-carved,B2 region 2 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.8843952537129945, ""ap"": 0.157455667596069, ""prevalence"": 0.04337745104295627, ""n"": 470106}, ""forest"": {""roc_auc"": 0.6354122792470056, ""ap"": 0.15791977414556974, ""prevalence"": 0.1264052987388105, ""n"": 160642}}",80.29418444633484,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__RF_cdr7static*.npz,complete,
CL0117,2026-09-25T01:15:35,B2,,FEATURE_TABLE_v2.parquet,cdr7_static_1km,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,B2 region 3 (CDR-PINO KMeans regions),block-carved,B2 region 3 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.8375424726894714, ""ap"": 0.5965215353224907, ""prevalence"": 0.2642600442314781, ""n"": 390672}, ""forest"": {""roc_auc"": 0.7410410838815871, ""ap"": 0.5996944229169638, ""prevalence"": 0.3721152246707505, ""n"": 276538}}",83.1629900932312,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__RF_cdr7static*.npz,complete,
