EXPERIMENT_ID,DATE,PURPOSE,REFERENCE_BASELINE,DATASET,FEATURE_VERSION,CODE_COMMIT,MODEL,ARCHITECTURE,HYPERPARAMETERS,SEED,TRAIN_SPLIT,VALIDATION_SPLIT,TEST_SPLIT,METRICS,RUNTIME,CHECKPOINT,OUTPUT,STATUS,NOTES
CL0118,2026-09-25T01:17:23,B2,,FEATURE_TABLE_v2.parquet,cdr7_static_1km,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,B2 region 4 (CDR-PINO KMeans regions),block-carved,B2 region 4 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.9541063112014394, ""ap"": 0.3788967103518887, ""prevalence"": 0.035425976445909835, ""n"": 716988}, ""forest"": {""roc_auc"": 0.7971295567560794, ""ap"": 0.38041657310957877, ""prevalence"": 0.14569399196472768, ""n"": 173734}}",81.76834797859192,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__RF_cdr7static*.npz,complete,
CL0119,2026-09-25T01:19:08,B2,,FEATURE_TABLE_v2.parquet,cdr7_static_1km,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,B2 region 5 (CDR-PINO KMeans regions),block-carved,B2 region 5 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.9479390822557512, ""ap"": 0.44962585635376895, ""prevalence"": 0.06977705717469185, ""n"": 800564}, ""forest"": {""roc_auc"": 0.7687828118172045, ""ap"": 0.4507612165787287, ""prevalence"": 0.25446730681298585, ""n"": 218700}}",74.6177351474762,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__RF_cdr7static*.npz,complete,
CL0120,2026-09-25T01:42:41,B2,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,MX_HIST,,"{""feature_types"": [""linear"", ""hinge"", ""product""], ""beta_multiplier"": 4.0}",42,B2 region 0 (CDR-PINO KMeans regions),block-carved,B2 region 0 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.9740334841968156, ""ap"": 0.19629915213917953, ""prevalence"": 0.009305068482887133, ""n"": 827506}, ""forest"": {""roc_auc"": 0.7998331277795369, ""ap"": 0.19800838247546584, ""prevalence"": 0.07282146196264, ""n"": 104818}}",1332.9401502609253,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__MaxEnt_v2*.npz,complete,
CL0121,2026-09-25T02:07:25,B2,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,MX_HIST,,"{""feature_types"": [""linear"", ""hinge"", ""product""], ""beta_multiplier"": 4.0}",42,B2 region 1 (CDR-PINO KMeans regions),block-carved,B2 region 1 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.9440744953132885, ""ap"": 0.41092247211357313, ""prevalence"": 0.05845337678494385, ""n"": 954932}, ""forest"": {""roc_auc"": 0.7639666276875823, ""ap"": 0.4121885906349716, ""prevalence"": 0.2110708231663284, ""n"": 263106}}",1389.559963941574,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__MaxEnt_v2*.npz,complete,
CL0122,2026-09-25T02:31:12,B2,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,MX_HIST,,"{""feature_types"": [""linear"", ""hinge"", ""product""], ""beta_multiplier"": 4.0}",42,B2 region 2 (CDR-PINO KMeans regions),block-carved,B2 region 2 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.879213892037217, ""ap"": 0.1617184262938709, ""prevalence"": 0.04337745104295627, ""n"": 470106}, ""forest"": {""roc_auc"": 0.637388510599143, ""ap"": 0.16557915896100295, ""prevalence"": 0.1264052987388105, ""n"": 160642}}",1364.4119048118591,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__MaxEnt_v2*.npz,complete,
CL0123,2026-09-25T02:41:14,B2,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,MX_HIST,,"{""feature_types"": [""linear"", ""hinge"", ""product""], ""beta_multiplier"": 4.0}",42,B2 region 3 (CDR-PINO KMeans regions),block-carved,B2 region 3 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.7721838767507855, ""ap"": 0.49965321673339985, ""prevalence"": 0.2642600442314781, ""n"": 390672}, ""forest"": {""roc_auc"": 0.6584369680333468, ""ap"": 0.5125268137355259, ""prevalence"": 0.3721152246707505, ""n"": 276538}}",541.5057504177094,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__MaxEnt_v2*.npz,complete,
CL0124,2026-09-25T03:06:45,B2,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,MX_HIST,,"{""feature_types"": [""linear"", ""hinge"", ""product""], ""beta_multiplier"": 4.0}",42,B2 region 4 (CDR-PINO KMeans regions),block-carved,B2 region 4 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.8861336619604071, ""ap"": 0.25728863413606035, ""prevalence"": 0.035425976445909835, ""n"": 716988}, ""forest"": {""roc_auc"": 0.7469295967450312, ""ap"": 0.32191124226822654, ""prevalence"": 0.14569399196472768, ""n"": 173734}}",1448.790237903595,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__MaxEnt_v2*.npz,complete,
CL0125,2026-09-25T03:32:40,B2,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,MX_HIST,,"{""feature_types"": [""linear"", ""hinge"", ""product""], ""beta_multiplier"": 4.0}",42,B2 region 5 (CDR-PINO KMeans regions),block-carved,B2 region 5 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.9488232384777847, ""ap"": 0.4901362322875341, ""prevalence"": 0.06977705717469185, ""n"": 800564}, ""forest"": {""roc_auc"": 0.7746358173248971, ""ap"": 0.49492692772474506, ""prevalence"": 0.25446730681298585, ""n"": 218700}}",1470.2763214111328,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__MaxEnt_v2*.npz,complete,
CL0126,2026-09-25T03:44:13,B2,Biswas-15,FEATURE_TABLE_v2.parquet,biswas15,fb0d8aa,MX_BISWAS,,"{""feature_types"": [""linear"", ""quadratic"", ""hinge"", ""product""], ""beta_multiplier"": 1.0}",42,B2 region 0 (CDR-PINO KMeans regions),block-carved,B2 region 0 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.9194283156506047, ""ap"": 0.18340906696189915, ""prevalence"": 0.009305068482887133, ""n"": 827506}, ""forest"": {""roc_auc"": 0.7984353902725942, ""ap"": 0.25521213709067697, ""prevalence"": 0.07282146196264, ""n"": 104818}}",645.8489785194397,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__MaxEnt_biswas15_LQHP*.npz,complete,
CL0127,2026-09-25T03:57:04,B2,Biswas-15,FEATURE_TABLE_v2.parquet,biswas15,fb0d8aa,MX_BISWAS,,"{""feature_types"": [""linear"", ""quadratic"", ""hinge"", ""product""], ""beta_multiplier"": 1.0}",42,B2 region 1 (CDR-PINO KMeans regions),block-carved,B2 region 1 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.9132627289529294, ""ap"": 0.340594215865372, ""prevalence"": 0.05845337678494385, ""n"": 954932}, ""forest"": {""roc_auc"": 0.7116966228926153, ""ap"": 0.3525079073516195, ""prevalence"": 0.2110708231663284, ""n"": 263106}}",716.3849637508392,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__MaxEnt_biswas15_LQHP*.npz,complete,
CL0128,2026-09-25T04:06:34,B2,Biswas-15,FEATURE_TABLE_v2.parquet,biswas15,fb0d8aa,MX_BISWAS,,"{""feature_types"": [""linear"", ""quadratic"", ""hinge"", ""product""], ""beta_multiplier"": 1.0}",42,B2 region 2 (CDR-PINO KMeans regions),block-carved,B2 region 2 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.8251178675533731, ""ap"": 0.11188661193917515, ""prevalence"": 0.04337745104295627, ""n"": 470106}, ""forest"": {""roc_auc"": 0.5119682394732837, ""ap"": 0.12093492499529016, ""prevalence"": 0.1264052987388105, ""n"": 160642}}",535.2976126670837,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__MaxEnt_biswas15_LQHP*.npz,complete,
CL0129,2026-09-25T04:14:48,B2,Biswas-15,FEATURE_TABLE_v2.parquet,biswas15,fb0d8aa,MX_BISWAS,,"{""feature_types"": [""linear"", ""quadratic"", ""hinge"", ""product""], ""beta_multiplier"": 1.0}",42,B2 region 3 (CDR-PINO KMeans regions),block-carved,B2 region 3 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.6631503716952929, ""ap"": 0.3285251384161133, ""prevalence"": 0.2642600442314781, ""n"": 390672}, ""forest"": {""roc_auc"": 0.5378541479641896, ""ap"": 0.358540000425708, ""prevalence"": 0.3721152246707505, ""n"": 276538}}",457.8849513530731,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__MaxEnt_biswas15_LQHP*.npz,complete,
CL0130,2026-09-25T04:25:14,B2,Biswas-15,FEATURE_TABLE_v2.parquet,biswas15,fb0d8aa,MX_BISWAS,,"{""feature_types"": [""linear"", ""quadratic"", ""hinge"", ""product""], ""beta_multiplier"": 1.0}",42,B2 region 4 (CDR-PINO KMeans regions),block-carved,B2 region 4 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.9082115638440054, ""ap"": 0.2344922717670236, ""prevalence"": 0.035425976445909835, ""n"": 716988}, ""forest"": {""roc_auc"": 0.7542867913667116, ""ap"": 0.2921033999884213, ""prevalence"": 0.14569399196472768, ""n"": 173734}}",585.5969226360321,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__MaxEnt_biswas15_LQHP*.npz,complete,
CL0131,2026-09-25T04:38:07,B2,Biswas-15,FEATURE_TABLE_v2.parquet,biswas15,fb0d8aa,MX_BISWAS,,"{""feature_types"": [""linear"", ""quadratic"", ""hinge"", ""product""], ""beta_multiplier"": 1.0}",42,B2 region 5 (CDR-PINO KMeans regions),block-carved,B2 region 5 (CDR-PINO KMeans regions),"{""all"": {""roc_auc"": 0.9059160903455513, ""ap"": 0.4164836114562209, ""prevalence"": 0.06977705717469185, ""n"": 800564}, ""forest"": {""roc_auc"": 0.725096913324633, ""ap"": 0.4530315401491393, ""prevalence"": 0.25446730681298585, ""n"": 218700}}",726.6848275661469,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B2__MaxEnt_biswas15_LQHP*.npz,complete,
CL0132,2026-09-25T04:39:50,B3static,,FEATURE_TABLE_v2.parquet,,fb0d8aa,null,,null,42,,,,"{""all"": {""roc_auc"": 0.806777596143096, ""ap"": 0.13132871627103512, ""prevalence"": 0.016858426136713223, ""n"": 4160768}, ""forest"": {""roc_auc"": 0.7435086567408757, ""ap"": 0.14573986436518635, ""prevalence"": 0.05848666180112865, ""n"": 1197538}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B3static__persistence_null_everburned_trainyears*.npz,complete,score = pixel burned in any non-test year
CL0133,2026-09-25T04:46:33,B3static,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,RF,,null,42,,,,"{""all"": {""roc_auc"": 0.9646303030902287, ""ap"": 0.28220136856733524, ""prevalence"": 0.016858426136713223, ""n"": 4160768}, ""forest"": {""roc_auc"": 0.8721851901251414, ""ap"": 0.28230265583030933, ""prevalence"": 0.05848666180112865, ""n"": 1197538}}",195.14232563972473,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B3static__RF_v2*.npz,complete,same pixels in train and test; temporal-only generalisation
CL0134,2026-09-25T04:52:08,B3static,Biswas-15,FEATURE_TABLE_v2.parquet,biswas15,fb0d8aa,RF,,null,42,,,,"{""all"": {""roc_auc"": 0.9614692457320975, ""ap"": 0.264988664087321, ""prevalence"": 0.016858426136713223, ""n"": 4160768}, ""forest"": {""roc_auc"": 0.8644581442444272, ""ap"": 0.26619779104246066, ""prevalence"": 0.05848666180112865, ""n"": 1197538}}",127.99018168449402,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B3static__RF_biswas15*.npz,complete,same pixels in train and test; temporal-only generalisation
CL0135,2026-09-25T05:16:07,B3static,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,MX_HIST,,null,42,,,,"{""all"": {""roc_auc"": 0.957469563808129, ""ap"": 0.2523533913030022, ""prevalence"": 0.016858426136713223, ""n"": 4160768}, ""forest"": {""roc_auc"": 0.8468220622404489, ""ap"": 0.25263593565462444, ""prevalence"": 0.05848666180112865, ""n"": 1197538}}",914.9021232128143,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B3static__MaxEnt_v2*.npz,complete,same pixels in train and test; temporal-only generalisation
CL0136,2026-09-25T05:18:42,B1hist,,FEATURE_TABLE_v2.parquet,v1_57,fb0d8aa,RF,,null,42,GroupKFold(3) fold 0 (historical),,GroupKFold(3) fold 0 (historical),"{""all"": {""roc_auc"": 0.9491865250196538, ""ap"": 0.5871035890745535, ""prevalence"": 0.07477760082132148, ""n"": 1387033}}",138.36897945404053,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1hist__RF_v1_histlabel_fold0*.npz,complete,
CL0137,2026-09-25T05:37:22,B1hist,,FEATURE_TABLE_v2.parquet,v1_57,fb0d8aa,MX_HIST,,null,42,GroupKFold(3) fold 0 (historical),,GroupKFold(3) fold 0 (historical),"{""all"": {""roc_auc"": 0.9480592773784289, ""ap"": 0.6198362220322211, ""prevalence"": 0.07477760082132148, ""n"": 1387033}}",1065.6483089923859,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1hist__MX_HIST_v1_histlabel_fold0*.npz,complete,
CL0138,2026-09-25T05:40:02,B1hist,,FEATURE_TABLE_v2.parquet,v1_57,fb0d8aa,RF,,null,42,GroupKFold(3) fold 1 (historical),,GroupKFold(3) fold 1 (historical),"{""all"": {""roc_auc"": 0.9662538203686312, ""ap"": 0.5588567961497838, ""prevalence"": 0.04780208053942902, ""n"": 1386948}}",155.59167909622192,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1hist__RF_v1_histlabel_fold1*.npz,complete,
CL0139,2026-09-25T06:02:44,B1hist,,FEATURE_TABLE_v2.parquet,v1_57,fb0d8aa,MX_HIST,,null,42,GroupKFold(3) fold 1 (historical),,GroupKFold(3) fold 1 (historical),"{""all"": {""roc_auc"": 0.9625708643881916, ""ap"": 0.5480840388871275, ""prevalence"": 0.04780208053942902, ""n"": 1386948}}",1312.8134722709656,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1hist__MX_HIST_v1_histlabel_fold1*.npz,complete,
CL0140,2026-09-25T06:05:19,B1hist,,FEATURE_TABLE_v2.parquet,v1_57,fb0d8aa,RF,,null,42,GroupKFold(3) fold 2 (historical),,GroupKFold(3) fold 2 (historical),"{""all"": {""roc_auc"": 0.9423118038793051, ""ap"": 0.49016973951688936, ""prevalence"": 0.07213697200056524, ""n"": 1387028}}",149.7959566116333,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1hist__RF_v1_histlabel_fold2*.npz,complete,
CL0141,2026-09-25T06:21:24,B1hist,,FEATURE_TABLE_v2.parquet,v1_57,fb0d8aa,MX_HIST,,null,42,GroupKFold(3) fold 2 (historical),,GroupKFold(3) fold 2 (historical),"{""all"": {""roc_auc"": 0.9358294314763272, ""ap"": 0.4526708577254694, ""prevalence"": 0.07213697200056524, ""n"": 1387028}}",916.5639092922211,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1hist__MX_HIST_v1_histlabel_fold2*.npz,complete,
CL0142,2026-09-25T06:24:47,maxent_n,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,MaxEnt(elapid),,"{""feature_types"": [""linear"", ""hinge"", ""product""], ""beta_multiplier"": 4.0}",42,,,,"{""all"": {""roc_auc"": 0.9634711070731345, ""ap"": 0.6319498899158258, ""prevalence"": 0.06450969411911738, ""n"": 832154}, ""forest"": {""roc_auc"": 0.852185155929126, ""ap"": 0.6338413308307491, ""prevalence"": 0.22390196726939324, ""n"": 238859}}",149.80831861495972,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/maxent_n__MaxEnt_v2_n50000_seed42*.npz,complete,
CL0143,2026-09-25T06:28:15,maxent_n,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,MaxEnt(elapid),,"{""feature_types"": [""linear"", ""hinge"", ""product""], ""beta_multiplier"": 4.0}",43,,,,"{""all"": {""roc_auc"": 0.9641870712229876, ""ap"": 0.637120768025689, ""prevalence"": 0.06450969411911738, ""n"": 832154}, ""forest"": {""roc_auc"": 0.8559234010161846, ""ap"": 0.6391878450428834, ""prevalence"": 0.22390196726939324, ""n"": 238859}}",160.05639028549194,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/maxent_n__MaxEnt_v2_n50000_seed43*.npz,complete,
CL0144,2026-09-25T06:31:34,maxent_n,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,MaxEnt(elapid),,"{""feature_types"": [""linear"", ""hinge"", ""product""], ""beta_multiplier"": 4.0}",44,,,,"{""all"": {""roc_auc"": 0.9643335295905473, ""ap"": 0.6356578395604856, ""prevalence"": 0.06450969411911738, ""n"": 832154}, ""forest"": {""roc_auc"": 0.85563645413542, ""ap"": 0.6376231519030798, ""prevalence"": 0.22390196726939324, ""n"": 238859}}",151.16416692733765,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/maxent_n__MaxEnt_v2_n50000_seed44*.npz,complete,
CL0145,2026-09-25T06:41:04,maxent_n,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,MaxEnt(elapid),,"{""feature_types"": [""linear"", ""hinge"", ""product""], ""beta_multiplier"": 4.0}",42,,,,"{""all"": {""roc_auc"": 0.9659334539204971, ""ap"": 0.6529275655009448, ""prevalence"": 0.06450969411911738, ""n"": 832154}, ""forest"": {""roc_auc"": 0.8615247277917302, ""ap"": 0.6547490560619134, ""prevalence"": 0.22390196726939324, ""n"": 238859}}",517.509268283844,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/maxent_n__MaxEnt_v2_n100000_seed42*.npz,complete,
CL0146,2026-09-25T06:50:35,maxent_n,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,MaxEnt(elapid),,"{""feature_types"": [""linear"", ""hinge"", ""product""], ""beta_multiplier"": 4.0}",43,,,,"{""all"": {""roc_auc"": 0.9664001068720138, ""ap"": 0.6542099507664052, ""prevalence"": 0.06450969411911738, ""n"": 832154}, ""forest"": {""roc_auc"": 0.8635067701530594, ""ap"": 0.6560263599811829, ""prevalence"": 0.22390196726939324, ""n"": 238859}}",517.8680572509766,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/maxent_n__MaxEnt_v2_n100000_seed43*.npz,complete,
CL0147,2026-09-25T06:59:29,maxent_n,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,MaxEnt(elapid),,"{""feature_types"": [""linear"", ""hinge"", ""product""], ""beta_multiplier"": 4.0}",44,,,,"{""all"": {""roc_auc"": 0.9665493458254502, ""ap"": 0.6550440539643757, ""prevalence"": 0.06450969411911738, ""n"": 832154}, ""forest"": {""roc_auc"": 0.8637289694044606, ""ap"": 0.6567477230011389, ""prevalence"": 0.22390196726939324, ""n"": 238859}}",486.8511550426483,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/maxent_n__MaxEnt_v2_n100000_seed44*.npz,complete,
CL0148,2026-09-25T07:19:02,maxent_n,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,MaxEnt(elapid),,"{""feature_types"": [""linear"", ""hinge"", ""product""], ""beta_multiplier"": 4.0}",42,,,,"{""all"": {""roc_auc"": 0.967017946040157, ""ap"": 0.6625503491169731, ""prevalence"": 0.06450969411911738, ""n"": 832154}, ""forest"": {""roc_auc"": 0.8657422142808162, ""ap"": 0.6642872168342202, ""prevalence"": 0.22390196726939324, ""n"": 238859}}",1120.2393865585327,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/maxent_n__MaxEnt_v2_n150000_seed42*.npz,complete,
CL0149,2026-09-25T07:38:46,maxent_n,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,MaxEnt(elapid),,"{""feature_types"": [""linear"", ""hinge"", ""product""], ""beta_multiplier"": 4.0}",43,,,,"{""all"": {""roc_auc"": 0.9674375422051159, ""ap"": 0.6639592012631754, ""prevalence"": 0.06450969411911738, ""n"": 832154}, ""forest"": {""roc_auc"": 0.8673118635430892, ""ap"": 0.665654294340582, ""prevalence"": 0.22390196726939324, ""n"": 238859}}",1131.0525925159454,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/maxent_n__MaxEnt_v2_n150000_seed43*.npz,complete,
CL0150,2026-09-25T07:58:47,maxent_n,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,MaxEnt(elapid),,"{""feature_types"": [""linear"", ""hinge"", ""product""], ""beta_multiplier"": 4.0}",44,,,,"{""all"": {""roc_auc"": 0.9673215026820302, ""ap"": 0.6637383578050334, ""prevalence"": 0.06450969411911738, ""n"": 832154}, ""forest"": {""roc_auc"": 0.8669297536716488, ""ap"": 0.6654297591055566, ""prevalence"": 0.22390196726939324, ""n"": 238859}}",1153.4912769794464,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/maxent_n__MaxEnt_v2_n150000_seed44*.npz,complete,
